code,name,city,country,latitude,longitude,elevation
FOM,Foumban Nkounja,Foumban,Cameroon,5.636919,10.750817,3963
FOR,Pinto Martins Intl,Fortaleza,Brazil,-3.776283,-38.532556,82
FRI,Marshall Aaf,Fort Riley,United States,39.055275,-96.764453,1063
FRJ,Frejus Saint Raphael,Frejus,France,43.416667,6.733333,7
FRU,Manas,Bishkek,Kyrgyzstan,43.061306,74.477556,2058
FRW,Francistown,Francistown,Botswana,-21.159597,27.474525,3283
FSC,Sud Corse,Figari,France,41.500557,9.097777,87
FSM,Fort Smith Rgnl,Fort Smith,United States,35.336583,-94.367444,469
FSZ,Mt. Fuji Shizuoka Airport,Shizuoka,Japan,34.796111,138.189444,433
FTK,Godman Aaf,Fort Knox,United States,37.907058,-85.972106,756
FTX,Owando,Owando,Congo (Kinshasa),-0.53135,15.950094,1214
FTY,Fulton County Airport Brown Field,Atlanta,United States,33.7791,-84.5214,841
FUE,Fuerteventura,Fuerteventura,Spain,28.452717,-13.863761,83
FUG,Fuyang Airport,Fuyang,China,32.9,115.816667,500
FUJ,Fukue,Fukue,Japan,32.666269,128.832808,273
FUX,Fussen BF,Fussen,Germany,47.585,10.6866,1200
FWM,Fort William Heliport,Fort William,United Kingdom,56.816666,-5.116667,0
FXE,Fort Lauderdale Executive,Fort Lauderdale,United States,26.197281,-80.170706,13
FZI,Fostoria Metropolitan Airport,Fostoria,United States,41.1908333,-83.3930833,752
GAF,Gafsa,Gafsa,Tunisia,34.422022,8.822503,1060
GAO,Mariana Grajales,Guantanamo,Cuba,20.085419,-75.158328,56
GAX,Gamba,Gamba,Gabon,-2.71016,9.96062,73
GBB,Qabala Airport,Qabala,Azerbaijan,40.826667,47.7125,100
GBK,Gbangbatok Airport,Gbangbatok,Sierra Leone,7.767,-12.383,500
GCW,Grand Canyon West Airport,Grand Canyon West,United States,35.5925,-113.4859,4825
GEA,Magenta,Noumea,New Caledonia,-22.258278,166.472806,10
GEN,Gardermoen Airport,Oslo,Norway,60.1939,11.1004,681
GGR,Garowe - International,Garowe,Somalia,8.24,48.29,553
GHE,Garachine Airport,Garachine,Panama,8.06,-78.36,0
GHF,Giebelstadt Aaf,Giebelstadt,Germany,49.648131,9.966494,980
GHU,Gualeguaychu,Gualeguaychu,Argentina,-33.010278,-58.613056,75
GIF,Gilbert Airport,Winter Haven,United States,28.062778,-81.753333,145
GJL,Jijel,Jijel,Algeria,36.795136,5.873608,36
GJR,Gjogur Airport,Gjogur,Iceland,65.995278,-21.326944,98
GKK,Kooddoo,Kooddoo,Maldives,0.7308,73.433,10
GLA,Glasgow,Glasgow,United Kingdom,55.871944,-4.433056,26
GLD,Renner Fld,Goodland,United States,39.370621,-101.698992,3656
GLF,Golfito,Golfito,Costa Rica,8.653775,-83.180544,49
GLK,Galcaio Airport,Galcaio,Somalia,6.78083,47.4547,975
GME,Gomel,Gomel,Belarus,52.527022,31.016692,471
GMI,Gasmata Island Airport,Gasmata Island,Papua New Guinea,-6.27111,150.331,23
GMP,Gimpo,Seoul,South Korea,37.558311,126.790586,58
GNB,Saint Geoirs,Grenoble,France,45.362944,5.329375,1302
GNM,Guanambi Airport,Guanambi,Brazil,-14.216667,-42.783333,500
GNS,Binaka,Gunung Sitoli,Indonesia,1.166381,97.704681,20
GOP,Gorakhpur Airport,Gorakhpur,India,26.739708,83.449708,259
GOT,Landvetter,Gothenborg,Sweden,57.662836,12.279819,506
GOU,Garoua,Garoua,Cameroon,9.335892,13.370103,794
GOV,Gove Airport,Gove,Australia,-12.2694,136.818,192
GOY,Amparai,Galoya,Sri Lanka,7.337081,81.625881,150
GPT,Gulfport-Biloxi,Gulfport,United States,30.407278,-89.070111,28
GRP,Gurupi Airport,Gurupi,Brazil,-11.728889,-49.068889,10
GRV,Grozny Airport,Grozny,Russia,43.2981,45.7841,548
GSE,Save,Gothenborg,Sweden,57.774722,11.870372,59
GSP,Greenville-Spartanburg International,Greenville,United States,34.895556,-82.218889,964
GSQ,Sharq Al-Owainat Airport,Sharq Al-Owainat,Egypt,22.5806,28.7207,859
GTA,Gatokae Airport,Gatokae,Solomon Islands,-8.75,158.2,0
GUA,La Aurora,Guatemala City,Guatemala,14.583272,-90.527475,4952
GUC,Gunnison - Crested Butte,Gunnison,United States,38.533889,-106.933056,7678
GUR,Gurney Airport,Gurney,Papua New Guinea,-10.3115,150.334,88
GVR,Governador Valadares Airport,Governador Valadares,Brazil,-18.8952,-41.9822,561
GWE,Gweru Thornhill,Gwert,Zimbabwe,-19.436394,29.861911,4680
GWW,Berlin Gatow,Berlin,Germany,52.475,13.139,160
GXG,Negage,Negage,Angola,-7.754506,15.287728,4105
GYD,Heydar Aliyev,Baku,Azerbaijan,40.4675,50.046667,10
GYL,Argyle Airport,Argyle,Australia,-16.6369,128.451,522
GYU,Guyuan,Guyuan,China,36.078611,106.216667,5577
GZM,Xewkija Heliport,Gozo,Malta,36.027222,14.272778,300
GZP,Gazipasa Airport,Alanya,Turkey,36.2993,32.3014,92
GZS,Guangzhou South Railway Station,Guangzhou,China,22.990081,113.270631,1
GZT,Oguzeli,Gaziantep,Turkey,36.947183,37.478683,2315
HAM,Hamburg,Hamburg,Germany,53.630389,9.988228,53
HAS,Hail,Hail,Saudi Arabia,27.437917,41.686292,3331
HCR,Holy Cross Airport,Holy Cross,United States,62.1883,-159.775,70
HDB,Heidelberg,Heidelberg,Germany,49.393333,8.6525,0
HDD,Hyderabad Airport,Hyderabad,Pakistan,25.3181,68.3661,130
HDF,Heringsdorf Airport,Heringsdorf,Germany,53.878706,14.152347,93
HDG,Hebei Handan Airport,Handan,China,36.524,114.43,0
HDI,Hardwick Field Airport,Cleveland,United States,35.2199994,-84.832369,874
HDM,Hamadan Airport,Hamadan,Iran,34.869167,48.5525,5755
HDN,Yampa Valley,Hayden,United States,40.481181,-107.21766,6602
HDS,Hoedspruit Afb,Hoedspruit,South Africa,-24.368642,31.048744,1743
HEA,Herat,Herat,Afghanistan,34.210017,62.2283,3206
HEK,Heihe Airport,Heihe,China,50.25,127.3,8530
HGL,Helgoland-D├╝ne Airport,Helgoland,Germany,54.1853,7.91583,7
HGN,Mae Hong Son,Mae Hong Son,Thailand,19.301667,97.975,929
HGO,Korhogo,Korhogo,Cote d'Ivoire,9.387183,-5.556664,1214
HGS,Hastings Airport,Freetown,Sierra Leone,8.39713,-13.1291,60
HGU,Mount Hagen,Mount Hagen,Papua New Guinea,-5.826789,144.295861,5388
HHN,Frankfurt Hahn,Hahn,Germany,49.948672,7.263892,1649
HHQ,Hua Hin,Prachuap Khiri Khan,Thailand,12.636225,99.951533,62
HIO,Portland Hillsboro,Hillsboro,United States,45.540394,-122.949825,204
HIS,Hayman Island Airport,Hayman Island,Australia,-20.066668,148.86667,10
HKB,Healy River Airport,Healy,United States,63.8675,-148.968889,1263
HKG,Hong Kong Intl,Hong Kong,Hong Kong,22.308919,113.914603,28
HKT,Phuket Intl,Phuket,Thailand,8.1132,98.316872,82
HLF,Hultsfred,Hultsfred,Sweden,57.525833,15.823333,366
HMB,Sohag International,Sohag,Egypt,26.341189,31.742983,859
HMR,Stafsberg Airport,Hamar,Norway,60.8181,11.068,713
HNH,Hoonah Airport,Hoonah,United States,58.096111,-135.409722,19
HNL,Honolulu Intl,Honolulu,United States,21.318681,-157.922428,13
HOA,Hola,Hola,Kenya,-1.52,40.00389,220
HOJ,Hohenems,Hohenems,Austria,47.385,9.7,412
HOK,Hooker Creek Airport,Hooker Creek,Australia,-18.3367,130.638,320
HOR,Horta,Horta,Portugal,38.519894,-28.715872,118
HOU,William P Hobby,Houston,United States,29.645419,-95.278889,46
HPH,Cat Bi International Airport,Haiphong,Vietnam,20.819386,106.724989,6
HRB,Taiping,Harbin,China,45.623403,126.250328,457
HRE,Harare Intl,Harare,Zimbabwe,-17.931806,31.092847,4887
HRO,Boone Co,Harrison,United States,36.261519,-93.154728,1365
HSG,Saga Airport,Saga,Japan,33.1497,130.302,6
HSK,Huesca-Pirineos Airport,Huesca,Spain,42.080833,-0.323333,1768
HSN,Zhoushan Airport,Zhoushan,China,29.9342,122.362,0
HST,Homestead Arb,Homestead,United States,25.48855,-80.383567,6
HTF,Hatfield,Hatfield,United Kingdom,51.765,-0.24833,254
HTG,Khatanga Airport,Khatanga,Russia,71.978058,102.490514,95
HTI,Hamilton Island Airport,Hamilton Island,Australia,-20.3581,148.952,15
HTN,Hotan,Hotan,China,37.038522,79.864933,4672
HUI,Phu Bai,Hue,Vietnam,16.401499,107.702614,48
HUL,Houlton Intl,Houlton,United States,46.123083,-67.792056,489
HUV,Hudiksvall,Hudiksvall,Sweden,61.768092,17.080719,95
HUZ,Huizhou,Huizhou,China,23.083332,114.36667,23
HVD,Khovd Airport,Khovd,Mongolia,47.9541,91.6282,4898
HXD,Hilton Head Airport,Hilton Head Island,United States,32.2243611,-80.6974722,19
HYD,Hyderabad,Hyderabad,India,17.453117,78.467586,1742
HYL,Hollis Seaplane Base,Hollis,United States,55.481667,-132.646111,0
HZK,Husavik,Husavik,Iceland,65.952328,-17.425978,48
HZL,Hazleton Municipal,Hazleton,United States,40.989167,-76.0025,1603
IAD,Washington Dulles Intl,Washington,United States,38.944533,-77.455811,313
IAH,George Bush Intercontinental,Houston,United States,29.984433,-95.341442,97
IBA,Ibadan,Ibadan,Nigeria,7.362458,3.978333,725
IBR,Hyakuri,Ibaraki,Japan,36.181083,140.415444,105
ICK,Majoor Henry Fernandes Airport,Nieuw Nickerie,Suriname,5.955556,-57.039444,9
ICN,Incheon Intl,Seoul,South Korea,37.469075,126.450517,23
ICY,Icy Bay Airport,Icy Bay,United States,59.968889,-141.661667,50
IEG,Babimost,Zielona Gora,Poland,52.138517,15.798556,194
IEO,Aioun El Atrouss,Aioun El Atrouss,Mauritania,16.711294,-9.637883,951
IFJ,Isafjordur,Isafjordur,Iceland,66.058056,-23.135278,8
IFL,Innisfail,Innisfail,Australia,-17.55908,146.01123,46
IFP,Laughlin-Bullhead Intl,Bullhead,United States,35.1574,-114.56,695
IGA,Matthew Town,Matthew Town,Bahamas,20.975,-73.666862,8
IGS,Ingolstadt BF,Ingolstadt,Germany,48.7777,11.422,888
IIA,Inishmaan Aerodrome,Inishmaan,Ireland,53.091944,-9.57,13
IJD,Windham Airport,Willimantic,United States,41.7440278,-72.1802222,246
IJK,Izhevsk Airport,Izhevsk,Russia,56.8281,53.4575,531
IKA,Imam Khomeini,Tehran,Iran,35.416111,51.152222,3305
IKK,Greater Kankakee,Kankakee,United States,41.071389,-87.846278,630
IKR,Kirtland Air Force Base,Kirtland A.f.b.,United States,35.040222,-106.609194,5355
IKS,Tiksi Airport,Tiksi,Russia,71.6977,128.903,26
ILD,Lleida-Alguaire Airport,Lleida,Spain,41.727778,0.535833,1148
ILG,New Castle,Wilmington,United States,39.678722,-75.606528,79
ILZ,┼╜ilina Airport,┼╜ilina,Slovakia,49.231528,18.6135,1020
IMB,Imbaimadai Airport,Imbaimadai,Guyana,5.69252,-60.28198,10
IMI,Ine Airport,Ine,Marshall Islands,7.016667,171.483333,4
IMT,Ford Airport,Iron Mountain,United States,45.8183611,-88.1145556,1182
ING,Lago Argentino Airport,El Calafate,Argentina,-50.3361,-72.2486,732
INI,Nis,Nis,Serbia,43.337289,21.853722,648
IOM,Isle Of Man,Isle Of Man,Isle of Man,54.083333,-4.623889,52
IPA,Ipota Airport,Ipota,Vanuatu,-18.8783,169.308,23
IQM,Qiemo Airport,Qiemo,China,38.1494,85.5328,4108
IQN,Qingyang Airport,Qingyang,China,35.7997,107.603,0
IQQ,Diego Aracena Intl,Iquique,Chile,-20.535222,-70.181275,155
IQT,Coronel Francisco Secada Vignetta Intl,Iquitos,Peru,-3.784739,-73.308806,306
IRJ,La Rioja,La Rioja,Argentina,-29.381636,-66.795839,1436
IRZ,Tapuruquara Airport,Santa Isabel do Rio Negro,Brazil,-0.416944,-65.033889,223
ISJ,Isla Mujeres,Isla Mujeres,Mexico,21.245033,-86.739967,7
ISK,Nasik Road,Nasik Road,India,19.963739,73.807644,1959
ISW,Alexander Field South Wood County Airport,Wisconsin Rapids,United States,44.3606456,-89.8381412,1021
ITB,Cachimbo,Itaituba,Brazil,-4.2446,-56.00384,0
IVC,Invercargill,Invercargill,New Zealand,-46.412408,168.312992,5
IWA,Yuzhny,Ivanovo,Russia,56.939444,40.940833,410
IXB,Bagdogra,Baghdogra,India,26.681206,88.328567,412
IXD,Allahabad,Allahabad,India,25.440064,81.733872,322
IXG,Belgaum,Belgaum,India,15.859286,74.618292,2487
IXI,Lilabari,Lilabari,India,27.295494,94.09765,330
IXP,Pathankot,Pathankot,India,32.233778,75.634628,1017
IXR,Birsa Munda,Ranchi,India,23.31425,85.321675,2148
JAV,Ilulissat,Ilulissat,Greenland,69.23444,-51.05111,2
JDO,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,-7.218958,-39.2701,1392
JED,King Abdulaziz Intl,Jeddah,Saudi Arabia,21.679564,39.156536,48
JEG,Aasiaat,Aasiaat,Greenland,68.7,-52.75,2
JFR,Paamiut Heliport,Paamiut,Greenland,61.9922,-49.6625,0
JHG,Jinghong,Jinghong,China,21.973914,100.759611,1815
JHQ,Shute Harbour,Shute Harbour,Australia,-20.278299,148.757004,12
JHS,Sisimiut Airport,Sisimiut,Greenland,66.9513,-53.7293,33
JIB,Ambouli International Airport,Djibouti,Djibouti,11.5472,43.1594,49
JIU,Jiujiang Lushan Airport,Jiujiang,China,29.733,115.983,0
JJI,Juanjui,Juanjui,Peru,-7.1691,-76.728561,1148
JJU,Qaqortoq Heliport,Qaqortoq,Greenland,60.7158,-46.0294,0
JLN,Joplin Rgnl,Joplin,United States,37.151814,-94.498269,981
JMK,Mikonos,Mykonos,Greece,37.435128,25.348103,405
JMO,Jomsom,Jomsom,Nepal,28.782222,83.7225,8800
JMY,Mammy Yoko Heliport,Freetown,Sierra Leone,8.490278,-13.289722,0
JNS,Narsaq Heliport,Narsaq,Greenland,60.9167,-46.0586,0
JOE,Joensuu,Joensuu,Finland,62.662906,29.60755,398
JOG,Adi Sutjipto,Yogyakarta,Indonesia,-7.788181,110.431758,350
JOI,Lauro Carneiro De Loyola,Joinville,Brazil,-26.224453,-48.797364,15
JOS,Yakubu Gowon,Jos,Nigeria,9.639828,8.86905,4232
JOT,Regional Airport,Joliet,United States,41.517778,-88.175556,582
JPA,Presidente Castro Pinto,Joao Pessoa,Brazil,-7.148381,-34.950681,215
JQE,Jaqu├⌐ Airport,Jaqu├⌐,Panama,7.51778,-78.1572,29
JSH,Sitia,Sitia,Greece,35.216108,26.101325,376
JSR,Jessore,Jessore,Bangladesh,23.1838,89.160833,20
JST,John Murtha Johnstown-Cambria County Airport,Johnstown,United States,40.316111,-78.833889,2284
JTC,Bauru-Arealva,Bauru,Brazil,-22.157778,-49.068333,594
JTY,Astypalaia,Astypalaia,Greece,36.579886,26.375822,165
JUJ,Jujuy,Jujuy,Argentina,-24.392778,-65.097778,3019
JUL,Juliaca,Juliaca,Peru,-15.467103,-70.158169,12552
JWA,Jwaneng,Jwaneng,Botswana,-24.602333,24.690971,3900
JYO,Leesburg Executive Airport,Leesburg,United States,39.078,-77.558,389
K03,Wainwright As,Fort Wainwright,United States,70.613378,-159.86035,35
K27,Burrello-Mechanicville Airport,Mechanicville,United States,42.893133,-73.66845,195
KAE,Kake Seaplane Base,Kake,United States,56.973056,-133.945556,0
KAN,Mallam Aminu Intl,Kano,Nigeria,12.047589,8.524622,1562
KAT,Kaitaia,Kaitaia,New Zealand,-35.07,173.285278,270
KAW,Kawthoung Airport,Kawthoung,Burma,10.049258,98.538006,180
KBC,Birch Creek Airport,Brich Creek,United States,66.256708,-145.815319,450
KBT,Kaben Airport,Kaben,Marshall Islands,8.90056,170.844,0
KBY,Kurumoch,Samara,Russia,53.504858,50.164336,477
KCC,Coffman Cove Seaplane Base,Coffman Cove,United States,56.014722,-132.833889,0
KDL,Kardla,Kardla,Estonia,58.990756,22.830733,18
KED,Kaedi,Kaedi,Mauritania,16.159547,-13.507617,75
KEF,Keflavik International Airport,Keflavik,Iceland,63.985,-22.605556,171
KEM,Kemi Tornio,Kemi,Finland,65.781889,24.5991,61
KEN,Kenema Airport,Kenema,Sierra Leone,7.89129,-11.1766,485
KER,Kerman,Kerman,Iran,30.274444,56.951111,5741
KEV,Halli,Halli,Finland,61.85605,24.7866,479
KEY,Kericho,Kericho,Kenya,-0.385,35.245,6453
KEZ,Kelani River-Peliyagoda Waterdrome,Colombo,Sri Lanka,6.967463700288899,79.88197231301456,28
KFP,False Pass Airport,False Pass,United States,54.8475,-163.410278,20
KFS,Uzunyazi,Kastamonu,Turkey,41.316944,33.796111,3520
KGA,Kananga,Kananga,Congo (Kinshasa),-5.900055,22.469166,2139
KGD,Khrabrovo,Kaliningrad,Russia,54.89005,20.592633,42
KGE,Kagau Island Airport,Kagau Island,Solomon Islands,-7.333,157.583,0
KGK,Koliganek Airport,Koliganek,United States,59.726667,-157.259444,269
KGL,Kigali Intl,Kigali,Rwanda,-1.968628,30.13945,4859
KHI,Jinnah Intl,Karachi,Pakistan,24.906547,67.160797,100
KHM,Khamti,Khamti,Burma,25.988333,95.674444,6000
KHV,Novy,Khabarovsk,Russia,48.528044,135.188361,244
KIN,Norman Manley Intl,Kingston,Jamaica,17.935667,-76.7875,10
KIR,Kerry,Kerry,Ireland,52.180878,-9.523783,112
KIT,Kithira,Kithira,Greece,36.274258,23.016978,1045
KJP,Kerama Airport,Kerama,Japan,26.168333,127.293333,156
KKA,Koyuk Alfred Adams Airport,Koyuk,United States,64.939444,-161.154167,154
KKB,Kitoi Bay Seaplane Base,Kitoi Bay,United States,58.190833,-152.370556,0
KKH,Kongiganak Airport,Kongiganak,United States,59.960833,-162.881111,30
KLO,Kalibo,Kalibo,Philippines,11.679431,122.376294,14
KLX,Kalamata,Kalamata,Greece,37.068319,22.025525,26
KMA,Kerema Airport,Kerema,Papua New Guinea,-7.96361,145.771,10
KMI,Miyazaki,Miyazaki,Japan,31.877222,131.448611,20
KMN,Kamina Base,Kamina Base,Congo (Kinshasa),-8.642025,25.252897,3543
KMQ,Komatsu,Kanazawa,Japan,36.394611,136.406544,36
KMV,Kalay Airport,Kalemyo,Myanmar,23.188811,94.051094,499
KND,Kindu,Kindu,Congo (Kinshasa),-2.919178,25.915361,1630
KNH,Shang Yi,Kinmen,Taiwan,24.427892,118.359197,93
KNQ,Kone,Kone,New Caledonia,-21.053428,164.837806,23
KNU,Kanpur,Kanpur,India,26.441444,80.364864,411
KNW,New Stuyahok Airport,New Stuyahok,United States,59.4499,-157.328,302
KOE,El Tari,Kupang,Indonesia,-10.171583,123.671136,335
KOW,Ganzhou Airport,Ganzhou,China,25.8258,114.912,0
KPB,Point Baker Seaplane Base,Point Baker,United States,56.351944,-133.6225,0
KPC,Port Clarence Coast Guard Station,Port Clarence,United States,65.2537,-166.859,10
KRH,Redhill Aerodrome,Redhill,United Kingdom,51.213612,-0.13861,221
KRK,Balice,Krakow,Poland,50.077731,19.784836,791
KRR,Pashkovskiy,Krasnodar,Russia,45.034689,39.170539,118
KRS,Kjevik,Kristiansand,Norway,58.204214,8.085369,57
KRW,Turkmenbashi,Krasnovodsk,Turkmenistan,40.063333,53.007222,279
KSA,Kosrae,Kosrae,Micronesia,5.356975,162.958386,11
KSH,Shahid Ashrafi Esfahani,Bakhtaran,Iran,34.345853,47.158128,4301
KSJ,Kasos,Kasos,Greece,35.421358,26.910047,35
KSM,St Marys Airport,St Mary's,United States,62.0605,-163.302,311
KSU,Kvernberget,Kristiansund,Norway,63.111781,7.824522,204
KSY,Kars Airport,Kars,Turkey,40.562222,43.115002,5889
KTP,Tinson Pen,Kingston,Jamaica,17.988558,-76.823761,16
KUF,Kurumoch,Samara,Russia,53.5,50.15,0
KUH,Kushiro Airport,Kushiro,Japan,43.041,144.193,327
KUK,Kasigluk Airport,Kasigluk,United States,60.873333,-162.524444,40
KUM,Yakushima,Yakushima,Japan,30.385569,130.659017,124
KUU,Kullu Manali,Kulu,India,31.876706,77.154367,3573
KVK,Kirovsk-Apatity Airport,Apatity,Russia,67.4633,33.5883,515
KWA,Bucholz Aaf,Kwajalein,Marshall Islands,8.720122,167.731661,9
KWI,Kuwait Intl,Kuwait,Kuwait,29.226567,47.968928,206
KWZ,Kolwezi,Kolwezi,Congo (Kinshasa),-10.765886,25.505714,5007
KYD,Lanyu,Lanyu,Taiwan,22.028842,121.533642,44
LAP,General Manuel Marquez De Leon Intl,La Paz,Mexico,24.072694,-110.362475,69
LAS,Mc Carran Intl,Las Vegas,United States,36.080056,-115.15225,2141
LAU,Lamu Manda,Lamu,Kenya,-2.252417,40.913097,20
LAW,Lawton-Fort Sill Regional Airport,Lawton,United States,34.5677144,-98.4166367,1110
LBA,Leeds Bradford,Leeds,United Kingdom,53.865897,-1.660569,681
LBC,Lubeck Blankensee,Luebeck,Germany,53.805367,10.719222,53
LBF,North Platte Regional Airport Lee Bird Field,North Platte,United States,41.1262,-100.684,2776
LCJ,┼ü├│d┼║ W┼éadys┼éaw Reymont Airport,Lodz,Poland,51.721881,19.398133,604
LCR,La Chorrera Airport,La Chorrera,Colombia,-0.733333,-73.016667,10
LCX,Longyan Airport,Longyan,China,25.674167,116.746389,300
LDG,Leshukonskoye Airport,Arkhangelsk,Russia,64.895833,45.722778,220
LDN,Lamidanda,Lamidanda,Nepal,27.253117,86.670044,4100
LEA,Learmonth,Learmonth,Australia,-22.235556,114.088611,19
LED,Pulkovo,St. Petersburg,Russia,59.800292,30.262503,78
LER,Leinster Airport,Leinster,Australia,-27.8433,120.703,1631
LEY,Lelystad Airport,Lelystad,Netherlands,52.4603,5.52722,12
LFI,Langley Afb,Hampton,United States,37.082881,-76.360547,11
LFR,La Fria,La Fria,Venezuela,8.239167,-72.271028,323
LFW,Gnassingbe Eyadema Intl,Lome,Togo,6.165611,1.254511,72
LGB,Long Beach,Long Beach,United States,33.817722,-118.151611,60
LGG,Liege,Liege,Belgium,50.637417,5.443222,659
LGI,Deadmans Cay,Dead Man's Cay,Bahamas,23.179014,-75.093597,9
LGK,Langkawi Intl,Pulau,Malaysia,6.329728,99.728667,29
LGU,Logan-Cache,Logan,United States,41.791,-111.852,4457
LHC,Caballococha Airport,Caballococha,Peru,-3.916858,-70.508225,328
LHD,Lake Hood Seaplane Base,Anchorage,United States,61.1866382,-149.9653918,71
LHW,Lanzhou Airport,Lanzhou,China,36.117,103.617,0
LIF,Lifou,Lifou,New Caledonia,-20.7748,167.239864,92
LIG,Bellegarde,Limoges,France,45.862778,1.179444,1300
LIM,Jorge Chavez Intl,Lima,Peru,-12.021889,-77.114319,113
LIN,Linate,Milan,Italy,45.445103,9.276739,353
LIO,Limon Intl,Limon,Costa Rica,9.957961,-83.022006,7
LIW,Loikaw Airport,Loikaw,Burma,19.691494,97.214825,2940
LJG,Lijiang Airport,Lijiang,China,26.883333,100.23333,7923
LKB,Lakeba Island Airport,Lakeba Island,Fiji,-18.1992,-178.817,280
LKG,Lokichoggio Airport,Lokichoggio,Kenya,4.204117,34.348186,2074
LKN,Leknes Airport,Leknes,Norway,68.1525,13.6094,78
LKO,Lucknow,Lucknow,India,26.760594,80.889339,410
LKP,Lake Placid Airport,Lake Placid,United States,44.264444,-73.961944,1747
LLV,Dawu,Lvliang,China,37.683333,111.142778,3020
LMN,Limbang,Limbang,Malaysia,4.808303,115.010439,14
LMT,Klamath Falls Airport,Klamath Falls,United States,42.1561,-121.733,4095
LMY,Lake Murray Airport,Lake Murray,Papua New Guinea,-7.00992,141.494,52
LNA,Palm Beach Co Park,West Palm Beach,United States,26.593,-80.085056,14
LNJ,Lincang Airport,Lincang,China,23.738333,100.025,1500
LNR,Tri-County Regional Airport,Lone Rock,United States,43.211667,-90.181667,718
LON,All Airports,London,United Kingdom,51.508056,-0.127778,66
LOO,Laghouat,Laghouat,Algeria,33.764383,2.928344,2510
LOS,Murtala Muhammed,Lagos,Nigeria,6.577369,3.321156,135
LOU,Bowman Fld,Louisville,United States,38.228,-85.663722,546
LPC,Lompoc Airport,Lompoc,United States,34.6656,-120.4675,88
LPI,Saab,Linkoeping,Sweden,58.40615,15.680508,172
